coc_number,coc_name,overall_homeless,sheltered_total_homeless,unsheltered_homeless,overall_homeless_male,overall_homeless_female,overall_homeless_white,overall_homeless_hispanic_latino,overall_homeless_black_african_american_or_african,overall_homeless_asian_or_asian_american,labor_force,employed,unemployed,population,affordable_units_total,affordable_units_occupied,affordable_units_vacant,per_capita_income,zhvi_bottom_tier_value,zhvi_all_homes_value,mean_annual_temperature
IL-518,"Rock Island, Moline/Northwestern Illinois CoC",95.0,95.0,0.0,55.0,40.0,48.0,12.0,37.0,5.0,254088,240363,13725,534973,10026.0,8885.0,1141.0,52277.91549293142,58274.025765535254,110151.95031317708,51.37
IL-519,West Central Illinois CoC,111.0,110.0,1.0,51.0,59.0,87.0,11.0,15.0,0.0,100184,95702,4482,210407,3907.0,3423.0,484.0,52304.050739756756,45131.673019295275,93921.98358357708,51.37
IL-520,Southern Illinois CoC,159.0,159.0,0.0,73.0,86.0,122.0,3.0,25.0,1.0,220336,208491,11845,484009,9298.0,8159.0,1139.0,48943.80028883761,34446.83143117507,81824.43057473616,51.37
IN-502,Indiana Balance of State CoC,3047.0,2385.0,662.0,1790.0,1244.0,2328.0,151.0,579.0,22.0,2631268,2534574,96694,5373151,64468.0,56660.0,7808.0,55100.03222522501,120020.67634931694,195311.89089015833,51.81
IN-503,Indianapolis CoC,1928.0,1665.0,263.0,1303.0,621.0,782.0,86.0,1040.0,21.0,502338,478125,24213,971647,16600.0,14442.0,2158.0,65625.0,105915.16936153377,181345.68255206198,51.81
KS-502,Wichita/Sedgwick County CoC,419.0,419.0,0.0,290.0,124.0,242.0,51.0,120.0,6.0,255879,244066,11813,524481,5288.0,4864.0,424.0,57713.0,90138.26104040725,166361.91971942637,54.68
KS-503,Topeka/Shawnee County CoC,294.0,191.0,103.0,214.0,79.0,196.0,24.0,61.0,0.0,91820,88910,2910,178367,3282.0,2527.0,755.0,54066.0,74788.3787216152,150203.77739051313,54.68
KS-505,"Overland Park, Shawnee/Johnson County CoC",157.0,125.0,32.0,80.0,77.0,77.0,12.0,52.0,1.0,345753,336251,9502,614848,3409.0,3272.0,137.0,84535.0,247256.3253591732,346727.49834937043,54.68
KS-507,Kansas Balance of State CoC,783.0,783.0,0.0,441.0,341.0,580.0,89.0,109.0,5.0,729300,707745,21555,1452936,17908.0,14747.0,3161.0,51417.38186334429,81423.32252371572,147367.897600436,54.68
KY-500,Kentucky Balance of State CoC,969.0,969.0,0.0,523.0,444.0,798.0,37.0,124.0,3.0,1462267,1396845,65422,3408738,56657.0,50091.0,6566.0,48118.92098894077,80122.47034374296,150462.38569349181,55.62
KY-501,Louisville-Jefferson County CoC,1013.0,756.0,257.0,630.0,380.0,481.0,49.0,455.0,9.0,392078,374258,17820,777378,21389.0,19250.0,2139.0,61474.0,116749.4558631201,202729.83490332877,55.62
KY-502,Lexington-Fayette County CoC,562.0,562.0,0.0,377.0,184.0,380.0,38.0,162.0,3.0,172829,166438,6391,320473,6422.0,6036.0,386.0,59987.0,148102.5722397632,230891.9780994875,55.61999999999999
MA-500,Boston CoC,4548.0,4378.0,170.0,2354.0,2184.0,1508.0,1618.0,2355.0,45.0,452475,426490,25985,771765,53664.0,49907.0,3757.0,98644.0,430029.1307651131,619151.0661060518,48.14
MA-502,Lynn CoC,943.0,927.0,16.0,390.0,537.0,644.0,96.0,266.0,5.0,422709,396815,25894,807485,20388.0,19164.0,1224.0,78093.0,380297.99593472533,542986.4136108961,48.14
MA-503,Cape Cod Islands CoC,343.0,315.0,28.0,172.0,169.0,281.0,20.0,41.0,2.0,121575,113723,7852,253703,3807.0,3252.0,555.0,83453.09130361091,411397.6704618334,589353.1846872024,48.14
MA-504,Springfield/Hampden County CoC,2248.0,2218.0,30.0,1053.0,1191.0,1629.0,1302.0,463.0,4.0,226252,209869,16383,462849,20246.0,18626.0,1620.0,61522.0,193869.4241222739,258603.48160018746,48.14
MA-505,New Bedford CoC,372.0,329.0,43.0,185.0,187.0,210.0,110.0,95.0,0.0,298839,280006,18833,579895,14983.0,14084.0,899.0,64924.0,297188.0667535281,401993.69427109,48.14
MA-506,Worcester City & County CoC,1196.0,949.0,247.0,617.0,572.0,831.0,446.0,289.0,26.0,443413,418305,25108,862132,18214.0,17667.0,547.0,65793.0,260398.15609790874,364228.21912803774,48.14000000000001
MA-507,"Pittsfield/Berkshire, Franklin, Hampshire Counties CoC",425.0,375.0,50.0,254.0,164.0,316.0,105.0,59.0,3.0,191545,181534,10011,362652,7610.0,7014.0,596.0,62771.980532300935,208439.78700554892,300364.93444241065,48.14
MA-509,Cambridge CoC,411.0,322.0,89.0,265.0,141.0,246.0,82.0,140.0,7.0,905149,864550,40599,1617099,33442.0,31101.0,2341.0,98523.0,414476.17205152754,624736.7427176156,48.14
MA-511,"Quincy, Brockton, Weymouth, Plymouth City and County CoC",943.0,907.0,36.0,439.0,502.0,430.0,151.0,468.0,7.0,283210,266532,16678,532919,9423.0,8951.0,472.0,79817.0,353246.8380792408,482948.42479903897,48.14
MA-515,Fall River CoC,324.0,236.0,88.0,162.0,160.0,219.0,84.0,92.0,0.0,298839,280006,18833,579895,14983.0,14084.0,899.0,64924.0,297188.0667535281,401993.69427109,48.14
MA-519,"Attleboro, Taunton/Bristol County CoC",224.0,216.0,8.0,105.0,119.0,126.0,39.0,92.0,1.0,298839,280006,18833,579895,14983.0,14084.0,899.0,64924.0,297188.0667535281,401993.69427109,48.14
MD-503,Annapolis/Anne Arundel County CoC,244.0,172.0,72.0,149.0,95.0,117.0,19.0,98.0,3.0,312824,299102,13722,592052,5970.0,5373.0,597.0,76059.0,284633.36987624835,408011.20439852844,54.61
MD-504,Howard County CoC,82.0,82.0,0.0,45.0,36.0,32.0,6.0,44.0,1.0,186764,179263,7501,335287,3670.0,3082.0,588.0,86380.0,339479.2942397793,506572.0594361897,54.61
MD-505,Baltimore County CoC,270.0,178.0,92.0,165.0,103.0,121.0,22.0,138.0,3.0,444843,421591,23252,850634,12394.0,10534.0,1860.0,69561.0,186917.97768322274,284311.1323345524,54.61
MD-506,Carroll County CoC,85.0,67.0,18.0,47.0,38.0,69.0,6.0,9.0,0.0,93937,90301,3636,174208,1479.0,1271.0,208.0,69397.0,264655.97179870907,384316.9769843815,54.61000000000001
MD-509,Frederick City & County CoC,225.0,169.0,56.0,131.0,65.0,111.0,99.0,64.0,1.0,134692,128703,5989,280410,2371.0,2086.0,285.0,68704.0,271989.7126450275,395052.00028232584,54.61
MD-511,Mid-Shore Regional CoC,122.0,113.0,9.0,63.0,59.0,52.0,2.0,60.0,0.0,59888,56926,2962,123088,1714.0,1518.0,196.0,65457.692252697256,155277.2827441815,275695.3427783677,54.61
MD-513,"Wicomico, Somerset, Worcester Counties CoC",214.0,169.0,45.0,138.0,76.0,94.0,7.0,111.0,0.0,84170,78844,5326,182079,2816.0,2329.0,487.0,50572.428797390145,126393.61788559478,221975.6645789094,54.61000000000001
MD-601,Montgomery County CoC,577.0,509.0,68.0,366.0,210.0,159.0,92.0,367.0,16.0,546559,518901,27658,1055924,12801.0,11520.0,1281.0,92740.0,326983.1007495208,534411.7631025678,54.61
ME-500,Maine Balance of State CoC,2063.0,2063.0,0.0,1099.0,952.0,1657.0,54.0,268.0,10.0,685168,653340,31828,1377238,27040.0,24103.0,2937.0,58475.83000759491,190910.04992710886,283248.5368952159,43.09
MI-500,Michigan Balance of State CoC,1014.0,1014.0,0.0,493.0,520.0,849.0,49.0,91.0,7.0,857088,806492,50596,1949248,23030.0,21037.0,1993.0,49149.048786506384,73280.41465410485,146377.40345369343,46.64
MI-501,Detroit CoC,1293.0,1293.0,0.0,841.0,450.0,136.0,34.0,1124.0,8.0,795757,733422,62335,1773073,43811.0,38553.0,5258.0,50610.0,48051.40990855033,129424.30540098889,46.64
MI-502,"Dearborn, Dearborn Heights, Westland/Wayne County CoC",169.0,147.0,22.0,100.0,68.0,70.0,6.0,88.0,2.0,795757,733422,62335,1773073,43811.0,38553.0,5258.0,50610.0,48051.40990855033,129424.30540098889,46.64
MI-503,"St. Clair Shores, Warren/Macomb County CoC",330.0,330.0,0.0,188.0,142.0,119.0,6.0,196.0,0.0,439919,414146,25773,877385,9068.0,8161.0,907.0,54258.0,126408.38842931046,206484.10844492304,46.64
MI-504,"Pontiac, Royal Oak/Oakland County CoC",333.0,333.0,0.0,159.0,173.0,69.0,17.0,252.0,0.0,660789,630128,30661,1271891,11824.0,10405.0,1419.0,80962.0,180505.67164144572,294113.35310897575,46.64
MI-505,Flint/Genesee County CoC,336.0,289.0,47.0,189.0,147.0,113.0,17.0,201.0,3.0,175248,162185,13063,404662,6126.0,5329.0,797.0,49399.0,41865.4343188453,138155.79573243196,46.64
MI-506,"Grand Rapids, Wyoming/Kent County CoC",894.0,825.0,69.0,539.0,349.0,355.0,97.0,481.0,3.0,349619,333242,16377,659000,11109.0,9998.0,1111.0,61852.0,184564.70993188038,263151.22954801837,46.64
MI-507,"Portage, Kalamazoo City & County CoC",342.0,342.0,0.0,173.0,167.0,118.0,15.0,208.0,5.0,128361,121925,6436,260688,4151.0,3860.0,291.0,58524.0,121379.58212586316,204150.35436750305,46.64
MI-508,"Lansing, East Lansing/Ingham County CoC",372.0,358.0,14.0,217.0,153.0,167.0,30.0,151.0,1.0,141934,134011,7923,271427,6106.0,5434.0,672.0,49608.0,83541.25061449668,158238.8443642073,46.64
MI-509,Washtenaw County CoC,269.0,249.0,20.0,141.0,104.0,75.0,10.0,142.0,3.0,188812,180627,8185,364998,6347.0,5585.0,762.0,68688.0,200778.68996301063,322403.3291588181,46.63999999999999
MI-510,Saginaw City & County CoC,331.0,331.0,0.0,153.0,178.0,109.0,18.0,211.0,0.0,81642,75966,5676,189590,4088.0,3760.0,328.0,49274.0,43952.03100046119,112163.59365743438,46.64
MI-511,Lenawee County CoC,97.0,97.0,0.0,42.0,55.0,76.0,10.0,5.0,2.0,44574,42137,2437,99202,597.0,549.0,48.0,46929.0,88633.03731045268,170694.51504403932,46.64
MI-512,"Grand Traverse, Antrim, Leelanau Counties CoC",202.0,202.0,0.0,131.0,70.0,168.0,19.0,7.0,0.0,84195,79553,4642,178721,1018.0,892.0,126.0,59789.340681844886,159382.82771021142,275833.92564817163,46.64
MI-514,Battle Creek/Calhoun County CoC,149.0,143.0,6.0,97.0,52.0,101.0,8.0,39.0,0.0,59353,55512,3841,133878,2342.0,2131.0,211.0,47789.0,64339.22814594827,128376.22007081806,46.64
MI-515,Monroe City & County CoC,103.0,103.0,0.0,43.0,59.0,60.0,5.0,36.0,1.0,72122,67771,4351,155646,1912.0,1739.0,173.0,53509.0,122422.99168008151,197721.5255426192,46.64
MI-516,"Norton Shores, Muskegon City & County CoC",105.0,76.0,29.0,31.0,45.0,38.0,3.0,31.0,0.0,75488,69977,5511,176612,2506.0,2305.0,201.0,46701.0,89268.51631683142,170646.06275975585,46.64
MI-517,Jackson City & County CoC,119.0,119.0,0.0,62.0,56.0,84.0,12.0,23.0,0.0,71930,67825,4105,160266,2555.0,2299.0,256.0,47503.0,84842.09019940204,166198.64575483132,46.64
MI-518,Livingston County CoC,77.0,73.0,4.0,33.0,44.0,71.0,2.0,4.0,0.0,101971,97724,4247,195277,391.0,355.0,36.0,65883.0,212769.6518299887,315140.47106142464,46.63999999999999
MI-519,Holland/Ottawa County CoC,139.0,139.0,0.0,75.0,64.0,101.0,20.0,20.0,11.0,156982,150580,6402,298317,1072.0,1007.0,65.0,56076.0,202691.6373573185,275723.67646979145,46.64
MI-523,Eaton County CoC,83.0,83.0,0.0,32.0,51.0,50.0,2.0,16.0,0.0,54195,51306,2889,109030,1079.0,960.0,119.0,50743.0,130154.36011613104,201351.52775450994,46.64
MN-500,Minneapolis/Hennepin County CoC,2369.0,2369.0,0.0,1340.0,1014.0,562.0,162.0,1446.0,34.0,692722,666210,26512,1266736,26480.0,24361.0,2119.0,85505.0,236629.10606109243,337518.5665033911,42.98
MN-501,St. Paul/Ramsey County CoC,1872.0,1558.0,314.0,1127.0,735.0,555.0,160.0,922.0,91.0,281195,269271,11924,542861,15619.0,13900.0,1719.0,62594.0,208951.91399384988,285693.9287926153,42.98
MN-502,Rochester/Southeast Minnesota CoC,419.0,419.0,0.0,205.0,213.0,274.0,51.0,97.0,7.0,376802,363932,12870,689850,10111.0,8779.0,1332.0,58494.57147640792,148436.91916784208,226086.46122018213,42.98
MN-503,"Dakota, Anoka, Washington, Scott, Carver Counties CoC",610.0,610.0,0.0,291.0,316.0,316.0,62.0,189.0,26.0,714728,689794,24934,1345033,10099.0,9489.0,610.0,68554.08247158249,251851.1078371497,344427.29719796905,42.98
MN-504,Northeast Minnesota CoC,73.0,73.0,0.0,22.0,51.0,55.0,4.0,2.0,0.0,60516,57627,2889,126034,1987.0,1731.0,256.0,51364.00904517828,100358.71659015027,185335.01269117554,42.98
MN-505,St. Cloud/Central Minnesota CoC,536.0,536.0,0.0,249.0,283.0,321.0,37.0,108.0,3.0,403143,386205,16938,774000,7025.0,6253.0,772.0,55033.483855297156,183663.60553472184,266588.5687494019,42.98
MN-506,Northwest Minnesota CoC,249.0,249.0,0.0,119.0,128.0,122.0,34.0,17.0,1.0,87086,83444,3642,163958,3223.0,2685.0,538.0,57681.97458495468,91058.34436378721,174415.83105677093,42.98
MN-508,Moorhead/West Central Minnesota CoC,186.0,186.0,0.0,93.0,91.0,89.0,22.0,45.0,0.0,134873,130346,4527,251682,4583.0,3738.0,845.0,55563.463243299084,132211.75784511224,227163.23989144975,42.98
MN-511,Southwest Minnesota CoC,113.0,113.0,0.0,49.0,64.0,81.0,35.0,14.0,11.0,146411,141207,5204,272508,4533.0,3781.0,752.0,58586.404402806525,86600.73209468358,164766.33656712188,42.98
MO-503,"St. Charles City & County, Lincoln, Warren Counties CoC",456.0,346.0,110.0,202.0,252.0,336.0,14.0,97.0,0.0,47877,45892,1985,98183,1669.0,1140.0,529.0,48547.29610013954,143022.6029590914,228424.46237494782,54.7
MO-600,"Springfield/Greene, Christian, Webster Counties CoC",583.0,517.0,66.0,316.0,265.0,455.0,26.0,50.0,0.0,216205,209368,6837,432239,2737.0,2421.0,316.0,49616.245662700494,125502.62718269211,196647.88293191174,54.7
MO-602,"Joplin/Jasper, Newton Counties CoC",210.0,175.0,35.0,131.0,79.0,161.0,17.0,24.0,0.0,83289,80334,2955,182762,2375.0,2124.0,251.0,44291.86157406901,90863.37894046455,156455.69160529907,54.7
MO-603,"St. Joseph/Andrew, Buchanan, DeKalb Counties CoC",150.0,118.0,32.0,79.0,71.0,112.0,4.0,23.0,0.0,56213,54260,1953,113372,2361.0,2086.0,275.0,46224.2218096179,65967.99362741748,139583.76695128833,54.699999999999996
MO-606,Missouri Balance of State CoC,764.0,764.0,0.0,344.0,415.0,517.0,15.0,185.0,4.0,1139252,1095272,43980,2439184,28230.0,23574.0,4656.0,46691.33613290346,91632.19369645213,166375.9778663424,54.7
MS-500,"Jackson/Rankin, Madison Counties CoC",147.0,147.0,0.0,101.0,44.0,63.0,0.0,82.0,1.0,260910,247937,12973,561987,11082.0,10042.0,1040.0,53240.311085487745,88072.28323238346,160624.66416517057,63.5
MS-501,Mississippi Balance of State CoC,268.0,145.0,123.0,154.0,114.0,127.0,6.0,129.0,1.0,780494,737142,43352,1861483,34605.0,31772.0,2833.0,44203.38264974754,71230.08271675071,129863.78775219724,63.5
MS-503,Gulf Port/Gulf Coast Regional CoC,211.0,67.0,144.0,115.0,96.0,148.0,24.0,55.0,0.0,204772,193247,11525,500013,10208.0,9508.0,700.0,44113.1801613158,88443.86010665682,160008.11477116885,63.5
MT-500,Montana Statewide CoC,1801.0,1168.0,633.0,678.0,487.0,843.0,90.0,62.0,2.0,550557,531928,18629,1106227,13938.0,11663.0,2275.0,56954.83047511948,234656.48921750212,349541.4200151036,44.18
NC-500,Winston-Salem/Forsyth County CoC,462.0,323.0,139.0,333.0,128.0,222.0,13.0,234.0,1.0,182861,173726,9135,386172,8065.0,6532.0,1533.0,56378.0,113754.18705801769,201081.0389803102,58.7
NC-501,Asheville/Buncombe County CoC,527.0,411.0,116.0,391.0,134.0,369.0,15.0,125.0,1.0,136559,130767,5792,271719,4422.0,3935.0,487.0,57895.0,246545.22425174728,354384.4985899231,58.7
NC-502,Durham City & County CoC,396.0,278.0,118.0,256.0,139.0,106.0,14.0,276.0,0.0,171066,163761,7305,329699,5438.0,4839.0,599.0,60330.0,216154.0187803187,311960.0951782736,58.7
NC-503,North Carolina Balance of State CoC,1520.0,1520.0,0.0,787.0,732.0,768.0,94.0,651.0,11.0,2290537,2175312,115225,5202303,63724.0,55643.0,8081.0,50370.89591321382,115747.54609909671,205766.16377526516,58.7
NC-504,"Greensboro, High Point CoC",482.0,419.0,63.0,292.0,189.0,119.0,19.0,348.0,2.0,253775,239373,14402,542756,10385.0,9034.0,1351.0,54651.0,104076.20527510122,196541.84553122576,58.7
NC-505,Charlotte/Mecklenburg County CoC,1947.0,1678.0,269.0,1175.0,766.0,292.0,74.0,1561.0,16.0,622240,591711,30529,1125809,10878.0,7505.0,3373.0,71836.0,226655.61159423963,321347.269703355,58.7
NC-506,"Wilmington/Brunswick, New Hanover, Pender Counties CoC",301.0,179.0,122.0,179.0,121.0,176.0,9.0,105.0,1.0,205584,195741,9843,437816,4614.0,3459.0,1155.0,55621.078772817804,205926.96817839734,317769.17764792964,58.70000000000001
NC-507,Raleigh/Wake County CoC,912.0,439.0,473.0,403.0,505.0,147.0,60.0,716.0,4.0,594548,570431,24117,1152357,7428.0,6982.0,446.0,71205.0,259460.6331796783,377843.39985701395,58.7
NC-509,"Gastonia/Cleveland, Gaston, Lincoln Counties CoC",277.0,83.0,194.0,190.0,87.0,194.0,1.0,78.0,0.0,201287,191210,10077,421525,4815.0,4430.0,385.0,49265.168965067314,117058.65372795136,212251.97221011555,58.7
NC-511,Fayetteville/Cumberland County CoC,54.0,54.0,0.0,22.0,32.0,7.0,4.0,38.0,0.0,125488,116860,8628,337249,4137.0,3888.0,249.0,46992.0,77504.35587619354,147989.78115880632,58.7
NC-513,Chapel Hill/Orange County CoC,176.0,140.0,36.0,126.0,50.0,48.0,8.0,118.0,0.0,77576,74759,2817,148610,1192.0,1060.0,132.0,74994.0,217850.64381304706,369095.2355872115,58.7
NC-516,Northwest North Carolina CoC,195.0,88.0,107.0,35.0,53.0,79.0,9.0,4.0,0.0,93274,89221,4053,209870,2796.0,2563.0,233.0,45222.00192500119,134712.01988678714,231959.63189506702,58.7
ND-500,North Dakota Statewide CoC,548.0,474.0,74.0,309.0,237.0,272.0,57.0,88.0,4.0,376004,364609,11395,711418,13429.0,9918.0,3511.0,64245.58407574731,140416.921459389,222291.44996610275,40.8
NE-500,Nebraska Balance of State CoC,425.0,398.0,27.0,237.0,186.0,347.0,71.0,26.0,2.0,457499,446573,10926,839152,11585.0,9986.0,1599.0,58724.20101006731,91875.54989012118,167312.36460304176,49.88000000000001
NE-501,"Omaha, Council Bluffs CoC",1190.0,1096.0,94.0,790.0,395.0,722.0,124.0,340.0,14.0,449707,435593,14114,872699,13203.0,11340.0,1863.0,64486.455289853664,155973.8220497332,235275.85562090657,49.69370992747786
NE-502,Lincoln CoC,320.0,282.0,38.0,183.0,137.0,202.0,63.0,64.0,10.0,178718,174040,4678,323420,4611.0,4011.0,600.0,56782.0,167459.1973390463,236669.45726347275,49.88
NH-500,New Hampshire Balance of State CoC,775.0,580.0,195.0,440.0,333.0,705.0,22.0,32.0,8.0,519467,502018,17449,963009,13745.0,12570.0,1175.0,73826.27857060525,245198.11860177017,353846.5689824975,44.49
NH-501,Manchester CoC,519.0,414.0,105.0,288.0,230.0,433.0,111.0,46.0,6.0,237396,229102,8294,424496,8359.0,7690.0,669.0,71849.0,276217.09020389017,378804.1519416881,44.489999999999995
NH-502,Nashua/Hillsborough County CoC,197.0,177.0,20.0,115.0,82.0,165.0,34.0,12.0,2.0,237396,229102,8294,424496,8359.0,7690.0,669.0,71849.0,276217.09020389017,378804.1519416881,44.489999999999995
NJ-500,Atlantic City & County CoC,326.0,204.0,122.0,240.0,85.0,153.0,43.0,148.0,12.0,122443,110426,12017,275130,7549.0,6718.0,831.0,58310.0,141011.94100242687,243645.37683075247,51.93
NJ-501,Bergen County CoC,279.0,274.0,5.0,130.0,147.0,140.0,69.0,115.0,7.0,494034,462974,31060,954879,11653.0,11070.0,583.0,97343.0,395081.90426350804,534866.683675327,51.93
NJ-502,Burlington County CoC,604.0,596.0,8.0,275.0,329.0,204.0,88.0,338.0,3.0,242415,228857,13558,464411,1859.0,1784.0,75.0,69496.0,182539.20181097122,279776.83436830726,51.93
NJ-503,"Camden City & County/Gloucester, Cape May, Cumberland Counties CoC",935.0,826.0,109.0,543.0,388.0,480.0,166.0,398.0,1.0,541587,502975,38612,1076601,21380.0,19805.0,1575.0,60832.56554563854,145555.59992126073,245729.52103731123,51.93
NJ-504,Newark/Essex County CoC,1888.0,1797.0,91.0,1198.0,684.0,304.0,255.0,1522.0,8.0,386907,354945,31962,854121,34772.0,30947.0,3825.0,74310.0,297949.80249154504,458753.4945038287,51.93
NJ-506,"Jersey City, Bayonne/Hudson County CoC",882.0,726.0,156.0,631.0,251.0,363.0,294.0,481.0,11.0,371485,345305,26180,703447,24795.0,22811.0,1984.0,72046.0,326361.6711795875,492332.9065648012,51.93
NJ-507,New Brunswick/Middlesex County CoC,628.0,491.0,137.0,377.0,251.0,318.0,208.0,291.0,7.0,453523,426211,27312,862328,10378.0,9859.0,519.0,70221.0,277510.10107198026,388388.33335415047,51.93
NJ-508,Monmouth County CoC,322.0,296.0,26.0,182.0,140.0,139.0,47.0,160.0,0.0,340808,320957,19851,646392,10592.0,9532.0,1060.0,92119.0,337101.8669954311,516571.07790707774,51.93000000000001
NJ-509,Morris County CoC,268.0,234.0,34.0,158.0,110.0,183.0,59.0,69.0,2.0,263377,249549,13828,510444,3870.0,3676.0,194.0,107767.0,336288.30339733174,486394.83237800375,51.93
NJ-510,Lakewood Township/Ocean County CoC,369.0,354.0,15.0,170.0,199.0,227.0,64.0,108.0,2.0,292423,274068,18355,649741,5727.0,5440.0,287.0,60823.0,241988.50381292406,372252.20203039824,51.93000000000001
NJ-511,Paterson/Passaic County CoC,324.0,251.0,73.0,208.0,116.0,105.0,125.0,189.0,0.0,250793,229185,21608,518345,11905.0,10833.0,1072.0,59559.0,298621.7128339658,403335.0943196349,51.93
NJ-512,Salem County CoC,18.0,11.0,7.0,7.0,11.0,4.0,8.0,6.0,0.0,30533,28202,2331,65058,1434.0,1362.0,72.0,57547.0,98399.2887557263,182853.29439574658,51.93
NJ-513,Somerset County CoC,226.0,226.0,0.0,121.0,105.0,76.0,37.0,141.0,4.0,175699,166299,9400,346331,2292.0,2177.0,115.0,113975.0,305346.99405733106,460360.09641968645,51.92999999999999
NJ-514,Trenton/Mercer County CoC,393.0,393.0,0.0,245.0,148.0,115.0,66.0,263.0,4.0,212695,201071,11624,382116,8117.0,7548.0,569.0,77911.0,145826.79622910114,288133.9884219223,51.93
NJ-515,Elizabeth/Union County CoC,571.0,557.0,14.0,313.0,257.0,178.0,136.0,376.0,3.0,286173,266350,19823,572810,9546.0,8591.0,955.0,77007.0,315856.53116548056,433356.58808487747,51.93
NJ-516,"Warren, Sussex, Hunterdon Counties CoC",229.0,207.0,22.0,107.0,121.0,155.0,30.0,64.0,2.0,201218,189845,11373,385807,3585.0,3424.0,161.0,78586.40380552971,223374.99932153392,344505.0531811775,51.92999999999999
NM-500,Albuquerque CoC,1567.0,1154.0,413.0,1005.0,546.0,982.0,762.0,146.0,5.0,334317,312649,21668,674980,9446.0,8029.0,1417.0,53616.0,193533.08580140033,263107.199419615,53.07
NM-501,New Mexico Balance of State CoC,1180.0,818.0,362.0,641.0,526.0,719.0,597.0,53.0,7.0,505069,467244,37825,1206674,13708.0,10993.0,2715.0,49487.960726758014,136965.04689339234,222612.7608908129,53.07
NV-500,Las Vegas/Clark County CoC,5083.0,2289.0,2794.0,3574.0,1488.0,2706.0,880.0,1609.0,115.0,1097343,1010123,87220,2295194,16667.0,16000.0,667.0,58276.0,244766.76965200814,348602.2767874441,57.3
NV-501,"Reno, Sparks/Washoe County CoC",1708.0,928.0,780.0,570.0,352.0,645.0,181.0,187.0,25.0,251733,241420,10313,494281,5102.0,4387.0,715.0,71436.0,336918.44987354043,471643.78182054654,57.3
NV-502,Nevada Balance of State CoC,299.0,76.0,223.0,36.0,39.0,73.0,12.0,1.0,1.0,148956,142680,6276,354285,2079.0,1554.0,525.0,57220.182528190584,229148.23535169105,345224.3277541142,57.3
NY-500,"Rochester, Irondequoit, Greece/Monroe County CoC",521.0,488.0,33.0,318.0,198.0,202.0,93.0,286.0,1.0,363970,345113,18857,756547,18466.0,16250.0,2216.0,60046.0,126872.06151600482,193446.55898615337,48.17
NY-501,"Elmira/Steuben, Allegany, Livingston, Chemung, Schuyler Counties CoC",256.0,245.0,11.0,136.0,106.0,211.0,6.0,27.0,2.0,134438,127808,6630,302285,5214.0,4671.0,543.0,51237.77924806061,75201.57594613322,129750.71517384463,48.17
NY-503,Albany City & County CoC,723.0,674.0,49.0,573.0,146.0,296.0,71.0,389.0,7.0,158446,151431,7015,316301,8588.0,7213.0,1375.0,70947.0,190677.84021175475,267870.58303139603,48.17
NY-505,"Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC",469.0,457.0,12.0,266.0,196.0,261.0,52.0,159.0,2.0,310389,294835,15554,666009,15125.0,13561.0,1564.0,57701.50154877787,109443.56648695857,167533.2266702287,48.17
